,name,degree,betweenness,closeness
49,@AbraCadaBara12,0.00033783783783783786,2.149591242976946e-05,0.12814563991610506
50,@RupalforTravis,0.0005067567567567568,0.0002298317331970177,0.14764503199515694
51,@TheMissingLarry,0.00033783783783783786,5.7076843696205074e-08,0.00033783783783783786
52,@xnormalxoxo,0.00016891891891891893,0.0,0.00022522522522522523
53,@JohnD1219SINYC,0.00016891891891891893,0.0,0.00022522522522522523
54,@MB_unite,0.00016891891891891893,0.0,0.00016891891891891893
55,@manilabulletin,0.0005067567567567568,0.0,0.00016891891891891893
56,@austin_johnson,0.00033783783783783786,0.00017534006383474197,0.1476177055039493
57,@jmtsdn,0.00016891891891891893,0.0,0.08367816847692786
58,@2000s_WWE,0.023479729729729733,0.02549328662164445,0.09975341915300329
59,@life0fStacy13,0.00016891891891891893,0.0,0.11494141271621817
60,@OverbayTyler,0.00033783783783783786,0.00017534006383474197,0.1476177055039493
61,@humza_ayub,0.0006756756756756757,5.908717595691011e-05,0.11015516370938995
62,@mattlargey,0.008277027027027027,0.0053955693350187205,0.13363130817422098
63,@samw204,0.00016891891891891893,0.0,0.08367816847692786
64,@QBeezy_JLR,0.00016891891891891893,0.0,0.08367816847692786
65,@MondoMan79,0.00016891891891891893,0.0,0.09045403604625324
66,@GGIL1603,0.0010135135135135136,0.00041313753033989364,0.10953491215241885
67,@RevelATX,0.00016891891891891893,0.0,0.1475903891261728
68,@saphireraven225,0.00016891891891891893,0.0,0.1475903891261728
69,@haydeesampang,0.00016891891891891893,0.0,0.00016891891891891893
70,@FEBCNetworkNews,0.00016891891891891893,0.0,0.00016891891891891893
71,@Heather62888,0.0005067567567567568,4.96512239922728e-06,0.11912156864130205
72,@cadamsKXAN,0.0013513513513513514,6.498586933198659e-06,0.11930867058157635
73,@KXAN_News,0.007770270270270271,0.00867549597304483,0.1524569364117056
74,@KXAN_Weather,0.0037162162162162164,0.0018637108076959257,0.12727654397795227
75,@dopplerneal,0.00016891891891891893,0.0,0.00016891891891891893
76,@FinkelmanLaw,0.00016891891891891893,0.0,0.00016891891891891893
77,@TheWeaknd17,0.00016891891891891893,0.0,0.09380517057781099
78,@GregAbbott_TX,0.0057432432432432436,0.008968474282944353,0.1144876857586791
79,@scruffrry,0.00016891891891891893,0.0,0.00016891891891891893
80,@phhrries,0.00016891891891891893,0.0,0.00016891891891891893
81,@ClassicSoleMate,0.00016891891891891893,0.0,0.11494141271621817
82,@aYo_Austin,0.00033783783783783786,0.00017534006383474197,0.1476177055039493
83,@LJBINVESTOR,0.00016891891891891893,0.0,0.00016891891891891893
84,@ReduxxMag,0.00016891891891891893,0.0,0.00016891891891891893
85,@validosius,0.00016891891891891893,0.0,0.1281044752389717
86,@tplohetski,0.04020270270270271,0.05572804436786467,0.17005937373941107
87,@BigDaddyCostco,0.00016891891891891893,0.0,0.00016891891891891893
88,@JerasIkehorn,0.00016891891891891893,0.0,0.00016891891891891893
89,@echristensen113,0.0006756756756756757,0.00028847372108752707,0.12427211948236801
90,@valarie_austin,0.0015202702702702704,2.0547663730633827e-06,0.0015202702702702704
91,@FoxOnTheRun1234,0.00016891891891891893,0.0,0.0008048489666136725
92,@RachelBkr,0.00016891891891891893,0.0,0.0008048489666136725
93,@NubbyNub6,0.00033783783783783786,2.4733298935022194e-07,0.11518210164457186
94,@rapplerdotcom,0.0006756756756756757,0.0002628388652210244,0.11522370165238917
95,@beacupin,0.00033783783783783786,0.00043663785427596884,0.14778181634942336
96,@justsomeguy2u,0.00016891891891891893,0.0,0.0859274362031715
97,@bryanhinkle40,0.00033783783783783786,5.7076843696205074e-08,0.00033783783783783786
98,@ucasta1,0.00016891891891891893,0.0,0.00022522522522522523
99,@AirlessJordan,0.00016891891891891893,0.0,0.00022522522522522523
100,@Classified_Goat,0.00016891891891891893,0.0,0.11633291464962629
101,@HoaxerTV,0.00016891891891891893,0.0,0.00016891891891891893
102,@g1official,0.00016891891891891893,0.0,0.00016891891891891893
103,@Vinbreezal,0.00016891891891891893,0.0,0.00016891891891891893
104,@Ramsizzzle,0.00016891891891891893,0.0,0.00016891891891891893
105,@JoeReddish2005,0.0013513513513513514,1.6647412744726473e-07,0.0012774493243243243
106,@cmacc16,0.0016891891891891893,2.297342958772254e-06,0.0017032657657657657
107,@JoshIseah,0.0006756756756756757,0.0,0.0011355105105105108
108,@Austin_Cowick,0.0013513513513513514,1.6647412744726473e-07,0.0012774493243243243
109,@Dj_Mcfadden11,0.0013513513513513514,1.6647412744726473e-07,0.0012774493243243243
110,@coach_rank87,0.0006756756756756757,0.0,0.0011355105105105108
111,@Coa,0.0005067567567567568,0.0,0.0008516328828828829
112,@EvieThats,0.00033783783783783786,4.083342578488782e-05,0.10397320594939875
113,@andreharey,0.00016891891891891893,0.0,0.1475903891261728
114,@_chelsea_lyn,0.00016891891891891893,0.0,0.11497455136771484
115,@bcua510,0.0006756756756756757,0.0005258489609731373,0.1476723686054134
116,@Austin_Scher,0.00016891891891891893,0.0,0.1475903891261728
117,@iTz_JaY_2k,0.00016891891891891893,0.0,0.11770638471632791
118,@BrandonRahbar,0.002364864864864865,0.027077054880526752,0.1522096303125645
119,@wujukenzie,0.00033783783783783786,5.7076843696205074e-08,0.00033783783783783786
120,@ChuusbangsTM,0.00016891891891891893,0.0,0.00022522522522522523
121,@TheNormaJeane,0.00016891891891891893,0.0,0.00022522522522522523
122,@Sandritabierta,0.0008445945945945946,1.1415368739241015e-07,0.0008687258687258687
123,@BigMamaSHouses,0.0013513513513513514,1.2556905613165118e-07,0.0010135135135135136
124,@MomsDemand,0.0005067567567567568,1.1415368739241015e-08,0.0006756756756756757
125,@txgunsense,0.0005067567567567568,1.1415368739241015e-08,0.0006756756756756757
126,@CJACTIONFUND,0.0005067567567567568,1.1415368739241015e-08,0.0006756756756756757
127,@TexasAFT,0.0005067567567567568,1.1415368739241015e-08,0.0006756756756756757
128,@moelester2469,0.0005067567567567568,0.0003506230508257878,0.08157284201869987
129,@J_P_R_0,0.00016891891891891893,0.0,0.07049794164828196
130,@ReedTimmerAccu,0.0008445945945945946,0.001400779897992265,0.09675240648242105
131,@brianvotoole,0.00016891891891891893,0.0,0.07049794164828196
132,@AngelWilson36,0.00016891891891891893,0.0,0.11497455136771484
133,@AustinISD,0.0006756756756756757,0.0005258489609731373,0.1476723686054134
134,@KATVBarry,0.00016891891891891893,0.0,0.00016891891891891893
135,@KATVNews,0.00016891891891891893,0.0,0.00016891891891891893
136,@austin_gg,0.0005067567567567568,1.712305310886152e-07,0.0005067567567567568
137,@MeckeringBoy,0.00016891891891891893,0.0,0.00030405405405405404
138,@strangerous10,0.00016891891891891893,0.0,0.00030405405405405404
139,@iamD4VID,0.00016891891891891893,0.0,0.0005528255528255529
140,@scump,0.0010135135135135136,8.561526554430761e-07,0.0010135135135135136
141,@cottoneyedjo,0.00033783783783783786,0.0,0.00045045045045045046
142,@BarrelR81888041,0.00033783783783783786,0.0,0.00045045045045045046
143,@Paultx890,0.0006756756756756757,2.283073747848203e-07,0.0006756756756756757
144,@tmtcathyvalente,0.00033783783783783786,0.0,0.0003800675675675676
145,@bongbongmarcos,0.00033783783783783786,0.0,0.0003800675675675676
146,@TheManilaTimes,0.0005067567567567568,1.1415368739241015e-07,0.0005067567567567568
147,@soverycleverMI,0.00016891891891891893,0.0,0.00016891891891891893
148,@Don_Smallz,0.00016891891891891893,0.0,0.00016891891891891893
149,@Heiz_16,0.00016891891891891893,0.0,0.1281044752389717
150,@king_mek_,0.00016891891891891893,0.0,0.1281044752389717
151,@jun_magarro,0.00016891891891891893,0.0,0.00022522522522522523
152,@IpeLustre,0.00033783783783783786,5.7076843696205074e-08,0.00033783783783783786
153,@austin_taylor03,0.00033783783783783786,0.00017534006383474197,0.1476177055039493
154,@CoachZJohnson15,0.00016891891891891893,0.0,0.1151737852473412
155,@IUPfootball,0.002702702702702703,0.0026241078889330284,0.14800119926476857
156,@BurgessRalphy,0.00016891891891891893,0.0,0.08367816847692786
157,@michael_w_busch,0.00016891891891891893,0.0,0.00016891891891891893
158,@NuclearAnthro,0.00016891891891891893,0.0,0.00016891891891891893
159,@suzannepritzker,0.00016891891891891893,0.0,0.00016891891891891893
160,@UH_SocialWork,0.00016891891891891893,0.0,0.00016891891891891893
161,@macebuddy,0.00016891891891891893,0.0,0.00016891891891891893
162,@DJRichRusso,0.00016891891891891893,0.0,0.00016891891891891893
163,@AlexJChipman,0.0006756756756756757,3.424610621772304e-07,0.0006756756756756757
164,@AnnGordo2,0.00016891891891891893,0.0,0.0003861003861003861
165,@GunnySmurf,0.00016891891891891893,0.0,0.0003861003861003861
166,@TheEyesopened,0.00016891891891891893,0.0,0.0003861003861003861
167,@USConst_Amend_I,0.00016891891891891893,0.0,0.0003861003861003861
168,@williamandbett3,0.00016891891891891893,0.0,0.06609309822563396
169,@Jennife94286559,0.0015202702702702704,0.0012261818331255735,0.07573265563669351
170,@erv78,0.00016891891891891893,0.0,0.1475903891261728
171,@annafelicia_,0.0005067567567567568,2.8538421848102537e-08,0.0005405405405405405
172,@gmanews,0.0006756756756756757,1.1415368739241015e-07,0.0006756756756756757
173,@gmanewsbreaking,0.0005067567567567568,2.8538421848102537e-08,0.0005405405405405405
174,@yourminuteisup,0.0005067567567567568,1.9797376477942903e-05,0.12821774179532802
175,@ClintonRarey,0.0010135135135135136,0.00023940795180458244,0.1306006980248629
176,@LoewyLawFirm,0.004054054054054054,0.005568297523645563,0.16065635267153547
177,@austinenergy,0.016554054054054055,0.020034345503043807,0.1372296047553059
178,@BryceAtkinson72,0.00016891891891891893,0.0,0.002239003709591945
179,@zachlanebryan,0.004391891891891892,1.854997420126665e-05,0.004391891891891892
180,@BryceTaylorMade,0.00033783783783783786,0.0,0.1150160015628867
181,@Austin__Vols,0.0005067567567567568,0.0007006753332146134,0.14769971534034035
182,@Vol_Hoops,0.0005067567567567568,0.00035056597398209154,0.11503259001050521
183,@rmatwick,0.0005067567567567568,0.00011121312324400647,0.12148948405755336
184,@ChikageWeather,0.0016891891891891893,0.0010991921412106989,0.1485110255726353
185,@JoeProenza,0.00016891891891891893,0.0,0.0009515765765765766
186,@aaronsibarium,0.0016891891891891893,3.9383022150381505e-06,0.001585960960960961
187,@tycampaign1,0.00016891891891891893,0.0,0.0872671877934064
188,@Austin_Police,0.005067567567567568,0.0057158848310159775,0.10489622711091443
189,@austin_menlah,0.00016891891891891893,0.0,0.00016891891891891893
190,@AFC_Polls,0.00016891891891891893,0.0,0.00016891891891891893
191,@BJABAW,0.00033783783783783786,5.7076843696205074e-08,0.00033783783783783786
192,@JaxStateFB,0.00016891891891891893,0.0,0.00022522522522522523
193,@Real,0.00016891891891891893,0.0,0.00022522522522522523
194,@Beto_In_Austin,0.0018581081081081082,3.139226403291279e-06,0.0018581081081081082
195,@15poundstogo,0.00016891891891891893,0.0,0.0009732947232947234
196,@jofuntimes,0.00016891891891891893,0.0,0.08766043444939692
197,@tedcruz,0.0006756756756756757,0.00038008081614220566,0.1054649207058298
198,@Paul5680ND,0.00016891891891891893,0.0,0.00016891891891891893
199,@RyanMcKinnell,0.00016891891891891893,0.0,0.00016891891891891893
200,@StormHunter001,0.0005067567567567568,0.0012255539878449156,0.11612120009286422
201,@samuelyu,0.00033783783783783786,0.000175340063834742,0.09491027105823024
202,@atxwxgirl,0.002533783783783784,0.003351950544023895,0.14937324896298115
203,@SameerP111976,0.00016891891891891893,0.0,0.1475903891261728
204,@petesalmon,0.00016891891891891893,0.0,0.0008048489666136725
205,@MCardinal32,0.00016891891891891893,0.0,0.0005528255528255529
206,@Malutic_Live,0.0010135135135135136,7.99075811746871e-07,0.0010135135135135136
207,@bisbee_r,0.00016891891891891893,0.0,0.1281044752389717
208,@realestate_atx,0.00016891891891891893,0.0,0.1281044752389717
209,@my_cartoonlife,0.00016891891891891893,0.0,0.002239003709591945
210,@Austin_Nadolsky,0.00016891891891891893,0.0,0.00016891891891891893
211,@BarryOnHere,0.00016891891891891893,0.0,0.00016891891891891893
212,@SaldanaAustinTX,0.00033783783783783786,0.00015491703060182651,0.12853802785460722
213,@trooper_vol,0.00033783783783783786,0.0,0.11634139929076477
214,@mwbryant22,0.00033783783783783786,0.0,0.11634139929076477
215,@MikeSeebeck,0.00016891891891891893,0.0,0.00016891891891891893
216,@richcoastrican,0.00016891891891891893,0.0,0.00016891891891891893
217,@alltooswifts7,0.00016891891891891893,0.0,0.08798438641344047
218,@kiasouuul,0.0005067567567567568,0.00035062305082578775,0.10593418287127611
219,@_JackReilly21_,0.00016891891891891893,0.0,0.1151737852473412
220,@lapierre_austin,0.0005067567567567568,0.00035062305082578775,0.06496525721575612
221,@CoreyGlass13,0.00016891891891891893,0.0,0.05774114695126604
222,@brad_polumbo,0.00016891891891891893,0.0,0.05774114695126604
223,@POTUS,0.0005067567567567568,0.0010508417692908314,0.07424168880553271
224,@Kingmetalx20a,0.00016891891891891893,0.0,0.09691700137770676
225,@JDfromNY206,0.0018581081081081082,0.0017500045661474957,0.11915716184923253
226,@NicoleNielsen,0.00016891891891891893,0.0,0.09904730988361848
227,@GonzalesKristie,0.0005067567567567568,0.00017534006383474197,0.12239368723054367
228,@jatinlibra,0.00016891891891891893,0.0,0.00016891891891891893
229,@deepeddyinfosec,0.00016891891891891893,0.0,0.00016891891891891893
230,@JamsAndBands,0.00016891891891891893,0.0,0.0009355509355509356
231,@DisbussingFilm,0.0015202702702702704,3.4246106217723044e-06,0.0016216216216216218
232,@adenm33,0.00016891891891891893,0.0,0.11494141271621817
233,@Sam_McClanahan,0.00033783783783783786,0.00017534006383474197,0.1476177055039493
234,@itorliynu,0.00016891891891891893,0.0,0.004443220845154547
235,@Asmongold,0.004560810810810811,8.470203604516833e-05,0.007117017459937813
236,@CarterEmmonds,0.00016891891891891893,0.0,0.00022522522522522523
237,@CMUMavsFootball,0.00033783783783783786,5.7076843696205074e-08,0.00033783783783783786
238,@RileyRuson,0.00016891891891891893,0.0,0.1281044752389717
239,@StefScottTX,0.00016891891891891893,0.0,0.1281044752389717
240,@brsavol,0.00016891891891891893,0.0,0.11633291464962629
241,@RD_Iowa,0.00016891891891891893,0.0,0.00016891891891891893
242,@usdaRD,0.00016891891891891893,0.0,0.00016891891891891893
243,@Falk__Austin,0.00033783783783783786,0.00017534006383474197,0.0941817869561124
244,@proud_vet3,0.00016891891891891893,0.0,0.00016891891891891893
245,@willo1246,0.00016891891891891893,0.0,0.00016891891891891893
246,@ashwani_avgeek,0.00016891891891891893,0.0,0.00030405405405405404
247,@IshrionA,0.0005067567567567568,1.712305310886152e-07,0.0005067567567567568
248,@stormchaser4850,0.0005067567567567568,8.069496466064979e-06,0.11827366543157676
249,@cbsaustin,0.0011824324324324325,0.0008025470809270868,0.1485525168258219
250,@ProducerRick,0.00016891891891891893,0.0,0.08156449995785016
251,@Jala__WashTV,0.0005067567567567568,0.00035062305082578775,0.09676414471796636
252,@LexR22394,0.00016891891891891893,0.0,0.1475903891261728
253,@Austin__Curtis,0.0005067567567567568,1.712305310886152e-07,0.0005067567567567568
254,@illinination14,0.00016891891891891893,0.0,0.00030405405405405404
255,@ewrestlingnews,0.00016891891891891893,0.0,0.1475903891261728
256,@iguesstay,0.00016891891891891893,0.0,0.1475903891261728
257,@Jackpaolicelli9,0.00016891891891891893,0.0,0.002239003709591945
258,@tdiaz3rd,0.00016891891891891893,0.0,0.00016891891891891893
259,@JaisolWX,0.00016891891891891893,0.0,0.00016891891891891893
260,@Electrical_Star,0.00016891891891891893,0.0,0.07169566837501352
261,@acllive,0.002364864864864865,0.0024495098240663368,0.0831807334659058
262,@FtFriendsPod,0.00016891891891891893,0.0,0.00016891891891891893
263,@SydneyBattle,0.00016891891891891893,0.0,0.00016891891891891893
264,@texrising,0.00016891891891891893,0.0,0.1281044752389717
265,@austin_nack,0.00016891891891891893,0.0,0.00016891891891891893
266,@HJ_Jr58,0.00016891891891891893,0.0,0.00016891891891891893
267,@OverHatedDayOne,0.00016891891891891893,0.0,0.08077970961035477
268,@austin_410,0.0010135135135135136,8.561526554430761e-07,0.0010135135135135136
269,@Ziggys_Duck,0.00016891891891891893,0.0,0.0005528255528255529
270,@Sunkisses7676,0.00033783783783783786,0.00017534006383474197,0.1476177055039493
271,@littleevil0ne,0.00033783783783783786,1.4269210924051269e-08,0.0005278716216216217
272,@JonLamArt,0.0006756756756756757,1.712305310886152e-07,0.0007038288288288289
273,@AOC,0.0006756756756756757,1.712305310886152e-07,0.0007038288288288289
274,@pastryStout,0.00016891891891891893,0.0,0.11494141271621817
275,@MAXgBU21,0.00033783783783783786,0.00017534006383474197,0.1476177055039493
276,@CPayne10717034,0.00016891891891891893,0.0,0.0011118394513916904
277,@bam_bennett1,0.0011824324324324325,6.735067556152199e-06,0.0015849626221966647
278,@CorkGaines,0.0006756756756756757,0.0005059047852767775,0.1499207636913229
279,@365ThingsAustin,0.00033783783783783786,0.00017534006383474197,0.11552411107152924
280,@ChantWall,0.00016891891891891893,0.0,0.09449981787178173
281,@Farris_Actual,0.00016891891891891893,0.0,0.10027388268014054
282,@ToddJeffries,0.0005067567567567568,2.9794112409419048e-06,0.10153767827343575
283,@veasey_alfio,0.0013513513513513514,1.598151623493742e-06,0.0013513513513513514
284,@RPHSbasketball,0.00016891891891891893,0.0,0.0007207207207207207
285,@tjfordjr2,0.00016891891891891893,0.0,0.0007207207207207207
286,@djones8301,0.00016891891891891893,0.0,0.0007207207207207207
287,@RcsSports,0.00016891891891891893,0.0,0.0007207207207207207
288,@GDayHoopScout,0.00016891891891891893,0.0,0.0007207207207207207
289,@tj_ford,0.00016891891891891893,0.0,0.0007207207207207207
290,@coachtimford,0.00016891891891891893,0.0,0.0007207207207207207
291,@TheCircuit,0.00016891891891891893,0.0,0.0007207207207207207
292,@RaulisJennifer,0.00016891891891891893,0.0,0.10222088597729419
293,@ThatFlutePlayR,0.00016891891891891893,0.0,0.07169566837501352
294,@Mamilk67665962,0.00033783783783783786,2.0249484508205316e-08,0.09623872854755207
295,@asianewsteam,0.009121621621621622,4.432016913010327e-05,0.09644820882010252
296,@itscharlotty,0.0125,0.009521910538596318,0.11811602559612555
297,@robert_suchy,0.00016891891891891893,0.0,0.11499112786012657
298,@WeatherNation,0.0008445945945945946,0.0007010177942767907,0.14769971534034035
299,@bazelwood,0.00033783783783783786,0.0,0.11634988516963353
300,@TerpRecruiting,0.00016891891891891893,0.0,0.0003861003861003861
301,@patward71,0.0006756756756756757,3.424610621772304e-07,0.0006756756756756757
302,@justin_neal,0.00016891891891891893,0.0,0.11633291464962629
303,@SnoopVol,0.0006756756756756757,0.0001753686022565901,0.11636686064164543
304,@jvino8,0.00016891891891891893,0.0,0.1155073805702879
305,@shanew21,0.0033783783783783786,0.003214612084291355,0.1485525168258219
306,@CarlVotti,0.00016891891891891893,0.0,0.1155073805702879
307,@NASCARLiveRace1,0.00016891891891891893,0.0,0.1475903891261728
308,@ndl1324,0.00033783783783783786,0.0,0.11634139929076477
309,@shaneonthewebb,0.00016891891891891893,0.0,0.1475903891261728
310,@GESSopines,0.00016891891891891893,0.0,0.11652837502196477
311,@NWSSanAntonio,0.004560810810810811,0.007581941719817052,0.15024554258977826
312,@MoonshotGameBot,0.00016891891891891893,0.0,0.1475903891261728
313,@bobmillerwriter,0.00016891891891891893,0.0,0.11657947275273521
314,@PhotogDina,0.00016891891891891893,0.0,0.1281044752389717
315,@tandog421,0.0010135135135135136,0.00042681102504822167,0.10946726088908014
316,@KirkPWatson,0.002364864864864865,0.000912103856526392,0.11182312833338069
317,@Vols_1313,0.00016891891891891893,0.0,0.11633291464962629
318,@kandlestick1183,0.00016891891891891893,0.0,0.1475903891261728
319,@KUOI_DJ,0.00016891891891891893,0.0,0.1475903891261728
320,@Sticks_Teflon,0.00016891891891891893,0.0,0.08367816847692786
321,@stateboozy,0.00016891891891891893,0.0,0.0003861003861003861
322,@carolinekwan,0.0006756756756756757,3.424610621772304e-07,0.0006756756756756757
323,@YRGfed,0.00016891891891891893,0.0,0.00022522522522522523
324,@BolWrld,0.00033783783783783786,5.7076843696205074e-08,0.00033783783783783786
325,@_SonaRising,0.00016891891891891893,0.0,0.00022522522522522523
326,@TiffanyNGroce72,0.00033783783783783786,5.7076843696205074e-08,0.00033783783783783786
327,@CryLikeCermet,0.00016891891891891893,0.0,0.09665860302221874
328,@The_BlueDrift,0.0011824324324324325,0.0010024521346729263,0.11876680259665519
329,@aloha_kids2,0.00016891891891891893,0.0,0.11564974448457013
330,@WarriorsHuddle,0.0005067567567567568,0.0074127409213572415,0.14878807253760618
331,@tlc1919234,0.00016891891891891893,0.0,0.11494141271621817
332,@worshipmisty,0.00033783783783783786,0.00017534006383474197,0.1476177055039493
333,@DA4Pups,0.00016891891891891893,0.0,0.1281044752389717
334,@CurrySznDesignz,0.00016891891891891893,0.0,0.00016891891891891893
335,@KerithBurke,0.00016891891891891893,0.0,0.00016891891891891893
336,@Gerardoohdzz,0.00016891891891891893,0.0,0.0003861003861003861
337,@salomondrin,0.0006756756756756757,3.424610621772304e-07,0.0006756756756756757
338,@HattonCurt,0.00016891891891891893,0.0,0.00016891891891891893
339,@jlkurtz,0.00016891891891891893,0.0,0.00016891891891891893
340,@awelab1956,0.00016891891891891893,0.0,0.0859274362031715
341,@Bercalixsouza,0.00016891891891891893,0.0,0.0006366943866943867
342,@CinemaSoIace,0.0011824324324324325,1.1986137176203065e-06,0.0011824324324324325
343,@gonzalesforaisd,0.00016891891891891893,0.0,0.11497455136771484
344,@AFEL120,0.00033783783783783786,1.3317930195781184e-07,0.0007038288288288289
345,@NickCothrel,0.0005067567567567568,8.56152655443076e-08,0.0005824790307548929
346,@ShrineBowl,0.0006756756756756757,1.4554595142532294e-06,0.0009936406995230526
347,@KaydenDirks,0.00016891891891891893,0.0,0.11495797965376735
348,@austin_kulesa,0.0005067567567567568,0.00035062305082578775,0.14764503199515694
349,@KingFrasier20,0.00016891891891891893,0.0,0.08367816847692786
350,@austin_koehn,0.00016891891891891893,0.0,0.00016891891891891893
351,@TorreySmithWR,0.00016891891891891893,0.0,0.00016891891891891893
352,@MNWolfDen,0.00016891891891891893,0.0,0.1475903891261728
353,@Outlaw1092,0.00016891891891891893,0.0,0.00030405405405405404
354,@call_me_tomasso,0.00016891891891891893,0.0,0.0008048489666136725
355,@huasbirdie,0.00016891891891891893,0.0,0.11516547005094764
356,@coachcasey14,0.00016891891891891893,0.0,0.11495797965376735
357,@r6lphyy,0.00016891891891891893,0.0,0.11494141271621817
358,@Austin_archived,0.00033783783783783786,0.00017534006383474197,0.1476177055039493
359,@michele_mattea,0.00016891891891891893,0.0,0.00016891891891891893
360,@RetiremntWisdom,0.00016891891891891893,0.0,0.00016891891891891893
361,@SamBamBigelow,0.00016891891891891893,0.0,0.11652837502196477
362,@MM11089,0.00016891891891891893,0.0,0.1475903891261728
363,@Bieber_Grande24,0.0005067567567567568,5.606947446785256e-06,0.1156832928911216
364,@austinelvisfeyd,0.002027027027027027,0.002293503978913289,0.14837288863135298
365,@skinnyfrmdaB,0.00016891891891891893,0.0,0.0003861003861003861
366,@WildcatsTHDE,0.0006756756756756757,3.424610621772304e-07,0.0006756756756756757
367,@TreeFolks,0.00016891891891891893,0.0,0.00016891891891891893
368,@ilivehereigivehere,0.00016891891891891893,0.0,0.00016891891891891893
369,@j_mreyes,0.00033783783783783786,5.7076843696205074e-08,0.00033783783783783786
370,@MalayaNews,0.00016891891891891893,0.0,0.00022522522522522523
371,@Malaya_Online,0.00016891891891891893,0.0,0.00022522522522522523
372,@galaxyddeonu,0.00033783783783783786,0.0,0.00045045045045045046
373,@JPerea001,0.00016891891891891893,0.0,0.1155073805702879
374,@vapjr,0.00016891891891891893,0.0,0.1475903891261728
375,@Tyler_Austin,0.00016891891891891893,0.0,0.00016891891891891893
376,@somekidnamedtim,0.00016891891891891893,0.0,0.00016891891891891893
377,@twocrowseeing,0.00016891891891891893,0.0,0.11725646322226373
378,@thedailybeast,0.0038851351351351354,0.006536684622848623,0.15145812055409
379,@MarkNosrati,0.0005067567567567568,8.957192277311495e-05,0.1215820827496704
